Locus,Chrom,Position
chr09_18263594_18288640,chr9,54.9333452
chr09_18288640_18328019,chr9,55.01695562
chr09_18328019_18367635,chr9,55.10056477
chr09_18367635_18397153,chr9,55.18417392
chr09_18397153_18416483,chr9,55.26778506
chr09_18416483_18427918,chr9,55.35139819
chr09_18427918_18462151,chr9,55.43501342
chr09_18462151_18542688,chr9,55.68585188
chr09_18542688_18556452,chr9,55.76946508
chr09_18556452_18567830,chr9,55.85307622
chr09_18567830_18584590,chr9,55.93668539
chr09_18584590_18596643,chr9,56.02029256
chr09_18596643_18662696,chr9,56.103898
chr09_18662696_18688812,chr9,56.52223415
chr09_18688812_18714319,chr9,56.68941054
chr09_18714319_18724936,chr9,56.94022822
chr09_18724936_18744926,chr9,57.02383531
chr09_18744926_18767199,chr9,57.52605726
chr09_18767199_18780096,chr9,57.69324016
chr09_18780096_18790716,chr9,57.86042761
chr09_18790716_18842979,chr9,57.9440432
chr09_18842979_18853287,chr9,58.02765833
chr09_18853287_18871314,chr9,58.11127346
chr09_18871314_18898400,chr9,58.19488792
chr09_18898400_18913613,chr9,58.52945034
chr09_18913613_18934783,chr9,58.6966357
chr09_18934783_18968955,chr9,58.94747826
chr09_18968955_19020094,chr9,59.28205826
chr09_19020094_19065965,chr9,59.61664319
chr09_19065965_19086807,chr9,59.95123055
chr09_19086807_19106089,chr9,60.45354322
chr09_19106089_19126079,chr9,60.53717211
chr09_19126079_19170745,chr9,60.62080405
chr09_19170745_19177226,chr9,60.78801989
chr09_19177226_19228911,chr9,60.87165233
chr09_19228911_19260664,chr9,61.03886813
chr09_19260664_19296519,chr9,61.1225048
chr09_19296519_19319635,chr9,61.28972716
chr09_19319635_19328130,chr9,61.37336595
chr09_19328130_19379101,chr9,61.54058826
chr09_19379101_19414744,chr9,61.79146917
chr09_19414744_19466883,chr9,62.0423426
chr09_19466883_19477446,chr9,62.62866225
chr09_19477446_19498630,chr9,62.96327396
chr09_19498630_19532275,chr9,63.21415282
chr09_19532275_19564827,chr9,63.29778509
chr09_19564827_19585434,chr9,63.71621817
chr09_19585434_19632397,chr9,63.88342347
chr09_19632397_19652520,chr9,64.218021
chr09_19652520_19686704,chr9,64.63641184
chr09_19686704_19698470,chr9,64.72002731
chr09_19698470_19707606,chr9,64.80364444
chr09_19707606_19782578,chr9,64.88726166
chr09_19782578_19787943,chr9,65.1381092
chr09_19787943_19801734,chr9,65.22173051
chr09_19801734_19826063,chr9,65.30535184
chr09_19826063_19840114,chr9,65.55619479
chr09_19840114_19850335,chr9,65.63981044
chr09_19850335_19893564,chr9,65.80700107
chr09_19893564_19966734,chr9,65.97419213
chr09_19966734_20034382,chr9,66.14138594
chr09_20034382_20066010,chr9,66.22500558
chr09_20066010_20105697,chr9,66.30862272
chr09_20105697_20133531,chr9,66.39223785
chr09_20133531_20148029,chr9,66.47585105
chr09_20148029_20181399,chr9,66.72668117
chr09_20181399_20219500,chr9,66.89385871
chr09_20219500_20226732,chr9,67.31220455
chr09_20226732_20240276,chr9,67.47937961
chr09_20240276_20258297,chr9,67.6465581
chr09_20258297_20276167,chr9,67.81373616
chr09_20276167_20325617,chr9,67.89734203
chr09_20325617_20338840,chr9,68.31567019
chr09_20338840_20369574,chr9,68.48283556
chr09_20369574_20402472,chr9,68.90114788
chr09_20402472_20439428,chr9,68.98474459
chr09_20439428_20454945,chr9,69.31926315
chr09_20454945_20480854,chr9,69.40286174
chr09_20480854_20552429,chr9,69.48645922
chr09_20552429_20585776,chr9,69.57005479
chr09_20585776_20603724,chr9,69.65364845
chr09_20603724_20661268,chr9,69.73723933
chr09_20661268_20677107,chr9,70.07172302
chr09_20677107_20694078,chr9,70.23886842
chr09_20694078_20829762,chr9,70.32245905
chr09_20829762_20852173,chr9,70.48960446
chr09_20852173_20876651,chr9,70.82408932
chr09_20876651_20892367,chr9,70.99123776
chr09_20892367_20930339,chr9,71.07482991
chr09_20930339_20978769,chr9,71.1584216
chr09_20978769_21014880,chr9,71.40921096
chr09_21014880_21041721,chr9,71.49280458
chr09_21041721_21070397,chr9,71.57639633
chr09_21070397_21138168,chr9,71.659985
chr09_21138168_21158317,chr9,72.1620974
chr09_21158317_21184588,chr9,72.32922453
chr09_21184588_21191838,chr9,72.99923102
chr09_21191838_21211065,chr9,73.08280943
chr09_21211065_21231854,chr9,73.16639359
chr09_21231854_21253234,chr9,73.41715688
chr09_21253234_21280823,chr9,73.50073728
chr09_21280823_21287410,chr9,73.58431971
chr09_21287410_21302412,chr9,73.66790212
chr09_21302412_21318138,chr9,73.75148487
chr09_21318138_21325083,chr9,73.91862259
chr09_21325083_21380982,chr9,74.1693908
chr09_21380982_21448335,chr9,74.42015833
chr09_21448335_21484816,chr9,74.50373856
chr09_21484816_21528149,chr9,74.92196517
chr09_21528149_21592208,chr9,75.08909406
chr09_21592208_21603074,chr9,75.17267311
chr09_21603074_21645170,chr9,75.25623863
chr09_21645170_21674530,chr9,76.3471923
chr09_21674530_21721109,chr9,76.93311712
chr09_21721109_21819046,chr9,77.10023642
chr09_21819046_21864364,chr9,77.18381164
chr09_21864364_21944536,chr9,77.43455438
chr09_21944536_21960165,chr9,77.85276528
chr09_21960165_21975701,chr9,77.93634225
chr09_21975701_22058671,chr9,78.10347407
chr09_22058671_22075470,chr9,78.3542279
chr09_22075470_22081422,chr9,78.68866981
chr09_22081422_22093128,chr9,78.77223982
chr09_22093128_22155790,chr9,79.19043422
chr09_22155790_22168290,chr9,79.27400534
chr09_22168290_22175762,chr9,79.35757862
chr09_22175762_22214053,chr9,79.44115173
chr09_22214053_22268127,chr9,79.6918901
chr09_22268127_22277753,chr9,79.85900729
chr09_22277753_22351239,chr9,79.94257727
chr09_22351239_22506759,chr9,80.02614472
chr09_22506759_22543776,chr9,80.44433916
chr09_22543776_22560023,chr9,80.52791212
chr09_22560023_22570083,chr9,80.6114872
chr09_22570083_22597736,chr9,80.69506396
chr09_22597736_22632168,chr9,80.94581102
chr09_22632168_22679153,chr9,81.36401428
chr09_22679153_22701040,chr9,81.4475854
chr09_22701040_22782010,chr9,81.53115669
chr09_22782010_23012720,chr9,81.61287675
chr10_0_314322,chr10,0
chr10_314322_470450,chr10,0.081814839
chr10_470450_694464,chr10,0.165418792
chr10_694464_764767,chr10,0.416223059
chr10_764767_772913,chr10,0.583393195
chr10_772913_878293,chr10,0.666991064
chr10_878293_922834,chr10,0.750586614
chr10_922834_936206,chr10,0.834182562
chr10_936206_998515,chr10,1.00134173
chr10_998515_1013793,chr10,1.084937695
chr10_1013793_1039520,chr10,1.168531731
chr10_1039520_1110209,chr10,1.335684445
chr10_1110209_1117848,chr10,1.586474453
chr10_1117848_1137923,chr10,1.8372682
chr10_1137923_1169887,chr10,1.920863744
chr10_1169887_1244415,chr10,2.004457387
chr10_1244415_1476113,chr10,2.088050148
chr10_1476113_1542943,chr10,2.422556659
chr10_1542943_1561152,chr10,2.506153732
chr10_1561152_1633887,chr10,2.673309483
chr10_1633887_1667496,chr10,2.924100197
chr10_1667496_1700406,chr10,3.091255974
chr10_1700406_1791019,chr10,3.174851938
chr10_1791019_1890027,chr10,3.258447903
chr10_1890027_1897212,chr10,3.42560442
chr10_1897212_1939713,chr10,3.592757903
chr10_1939713_1967297,chr10,3.676348063
chr10_1967297_1998232,chr10,3.927124306
chr10_1998232_2042907,chr10,4.010707136
chr10_2042907_2097423,chr10,4.512790084
chr10_2097423_2123512,chr10,4.679920129
chr10_2123512_2184098,chr10,4.763502877
chr10_2184098_2249619,chr10,4.847087484
chr10_2249619_2277843,chr10,5.014231565
chr10_2277843_2328437,chr10,5.097821821
chr10_2328437_2335432,chr10,5.181413601
chr10_2335432_2359654,chr10,5.265005749
chr10_2359654_2401317,chr10,5.432154176
chr10_2401317_2442678,chr10,5.766645058
chr10_2442678_2453556,chr10,5.933790853
chr10_2453556_2552681,chr10,6.100934857
chr10_2552681_2606875,chr10,6.35171613
chr10_2606875_2695007,chr10,6.43531013
chr10_2695007_2750249,chr10,6.602469663
chr10_2750249_2783770,chr10,6.769635793
chr10_2783770_2794097,chr10,6.936799968
chr10_2794097_2834470,chr10,7.271308758
chr10_2834470_2846357,chr10,7.438463261
chr10_2846357_2859891,chr10,7.522056428
chr10_2859891_2867462,chr10,7.856550928
chr10_2867462_2931451,chr10,7.940142193
chr10_2931451_2984670,chr10,8.107289261
chr10_2984670_3000619,chr10,8.190875617
chr10_3000619_3025920,chr10,8.441647499
chr10_3025920_3076223,chr10,8.525235423
chr10_3076223_3412683,chr10,8.608823419
chr10_3412683_3477122,chr10,8.692411754
chr10_3477122_3520300,chr10,8.85956149
chr10_3520300_3643030,chr10,9.110347903
chr10_3643030_3707945,chr10,9.277494991
chr10_3707945_3756329,chr10,9.44463644
chr10_3756329_3814350,chr10,9.528217116
chr10_3814350_3843581,chr10,9.946449731
chr10_3843581_3848787,chr10,10.0300323
chr10_3848787_3944189,chr10,10.19717477
chr10_3944189_3976528,chr10,10.53164388
chr10_3976528_4009077,chr10,10.94988415
chr10_4009077_4021392,chr10,11.28434948
chr10_4021392_4227417,chr10,11.7025541
chr10_4227417_4312007,chr10,12.70911844
chr10_4312007_4340444,chr10,12.7926761
chr10_4340444_4356215,chr10,12.8762458
chr10_4356215_4455311,chr10,12.9598155
chr10_4455311_4480166,chr10,13.04338549
chr10_4480166_4585357,chr10,13.2105032
chr10_4585357_4593261,chr10,13.29407321
chr10_4593261_4708582,chr10,13.37764113
chr10_4708582_4800488,chr10,13.46120703
chr10_4800488_4854852,chr10,13.71192859
chr10_4854852_4875718,chr10,13.87903658
chr10_4875718_4953691,chr10,14.12976656
chr10_4953691_5265679,chr10,14.21333604
chr10_5265679_5307687,chr10,14.29690753
chr10_5307687_5333941,chr10,14.38048112
chr10_5333941_5392215,chr10,14.54760575
chr10_5392215_5491671,chr10,14.88204547
chr10_5491671_5608053,chr10,15.30024095
chr10_5608053_5668821,chr10,15.55097583
chr10_5668821_5820764,chr10,15.71809299
chr10_5820764_5831829,chr10,15.80166477
chr10_5831829_5908693,chr10,15.88523806
chr10_5908693_5920717,chr10,15.96881316
chr10_5920717_5926195,chr10,16.05239038
chr10_5926195_6007699,chr10,16.21952091
chr10_6007699_6117662,chr10,16.55397629
chr10_6117662_6138861,chr10,16.72110417
chr10_6138861_6274465,chr10,16.88823087
chr10_6274465_6343110,chr10,16.97180656
chr10_6343110_6503449,chr10,17.13893589
chr10_6503449_7447756,chr10,17.22251498
chr10_7447756_10082619,chr10,17.30609188
chr10_10082619_10096687,chr10,17.38966859
chr10_10096687_10168069,chr10,17.64042761
chr10_10168069_10215546,chr10,17.72401025
chr10_10215546_10257924,chr10,17.89114873
chr10_10257924_10309662,chr10,18.05829058
chr10_10309662_10320817,chr10,18.22543206
chr10_10320817_10340173,chr10,18.30901668
chr10_10340173_10345210,chr10,18.39259941
chr10_10345210_10389362,chr10,18.55973425
chr10_10389362_10423897,chr10,18.977978
chr10_10423897_10492892,chr10,19.14511284
chr10_10492892_10570281,chr10,19.2286956
chr10_10570281_10687025,chr10,19.31227517
chr10_10687025_11002708,chr10,19.64672244
chr10_11002708_11010462,chr10,19.73029645
chr10_11010462_11047566,chr10,19.81387185
chr10_11047566_11139778,chr10,19.98099855
chr10_11139778_11178627,chr10,20.14812853
chr10_11178627_11209426,chr10,20.31525936
chr10_11209426_11238695,chr10,20.64972055
chr10_11238695_11247985,chr10,20.81686032
chr10_11247985_11294845,chr10,20.98400743
chr10_11294845_11301644,chr10,21.23478944
chr10_11301644_11385871,chr10,21.40193612
chr10_11385871_11547764,chr10,21.48552637
chr10_11547764_11564690,chr10,21.56911625
chr10_11564690_11608172,chr10,21.6527065
chr10_11608172_11690389,chr10,21.81983858
chr10_11690389_11753586,chr10,22.74226592
chr10_11753586_11780744,chr10,22.90937773
chr10_11780744_11812664,chr10,23.41143239
chr10_11812664_11847344,chr10,23.74586879
chr10_11847344_11870603,chr10,23.82944098
chr10_11870603_11880042,chr10,23.91301427
chr10_11880042_11917700,chr10,23.99658755
chr10_11917700_11925209,chr10,24.08016084
chr10_11925209_11970661,chr10,24.16373413
chr10_11970661_12033774,chr10,24.24730272
chr10_12033774_12044526,chr10,24.83322066
chr10_12044526_12055555,chr10,25.33522016
chr10_12055555_12083370,chr10,25.58595297
chr10_12083370_12121531,chr10,25.75307634
chr10_12121531_12142426,chr10,25.92019755
chr10_12142426_12174759,chr10,26.08731552
chr10_12174759_12322691,chr10,26.17088732
chr10_12322691_12769933,chr10,26.25445858
chr10_12769933_12816863,chr10,26.50520052
chr10_12816863_12886400,chr10,26.58877515
chr10_12886400_12977027,chr10,27.00700175
chr10_12977027_12988049,chr10,27.1741392
chr10_12988049_13101811,chr10,27.42491614
chr10_13101811_13151400,chr10,27.508504
chr10_13151400_13168942,chr10,27.92676935
chr10_13168942_13231524,chr10,28.09391018
chr10_13231524_13271908,chr10,28.17749277
chr10_13271908_13297273,chr10,28.59571773
chr10_13297273_13398658,chr10,28.67929235
chr10_13398658_13620526,chr10,28.93003497
chr10_13620526_13641930,chr10,29.0971487
chr10_13641930_13652151,chr10,29.34787866
chr10_13652151_13676275,chr10,29.43144634
chr10_13676275_13693682,chr10,29.51501424
chr10_13693682_13722822,chr10,29.59858426
chr10_13722822_13782256,chr10,29.76569856
chr10_13782256_13791943,chr10,30.01642852
chr10_13791943_13797754,chr10,30.09999648
chr10_13797754_13812122,chr10,30.26710405
chr10_13812122_13824122,chr10,30.85301805
chr10_13824122_13897511,chr10,31.10373508
chr10_13897511_13907281,chr10,31.35445829
chr10_13907281_13937427,chr10,31.68887753
chr10_13937427_13966163,chr10,31.93960101
chr10_13966163_13975620,chr10,32.02316102
chr10_13975620_13990634,chr10,32.44130236
chr10_13990634_14116838,chr10,32.77569361
chr10_14116838_14172780,chr10,33.11008332
chr10_14172780_14290727,chr10,33.27717349
chr10_14290727_14440177,chr10,33.36071942
chr10_14440177_14457048,chr10,34.0304633
chr10_14457048_14515588,chr10,34.1140108
chr10_14515588_14568503,chr10,34.19755795
chr10_14568503_14585182,chr10,34.78334835
chr10_14585182_14591275,chr10,34.86689573
chr10_14591275_14610294,chr10,35.03398454
chr10_14610294_14638070,chr10,35.28468113
chr10_14638070_14652489,chr10,35.53537683
chr10_14652489_14657945,chr10,35.78607256
chr10_14657945_14671995,chr10,36.03676445
chr10_14671995_14756470,chr10,36.12030982
chr10_14756470_14789407,chr10,36.7900692
chr10_14789407_14836965,chr10,37.20817109
chr10_14836965_14918671,chr10,37.54253386
chr10_14918671_14924942,chr10,37.87689425
chr10_14924942_14974569,chr10,37.96043869
chr10_14974569_15043509,chr10,38.29478909
chr10_15043509_15048918,chr10,38.37833837
chr10_15048918_15111240,chr10,38.46188761
chr10_15111240_15190876,chr10,38.79625024
chr10_15190876_15326109,chr10,38.96333488
chr10_15326109_15389585,chr10,39.04688586
chr10_15389585_15433381,chr10,39.2139756
chr10_15433381_15460526,chr10,39.38106531
chr10_15460526_15500637,chr10,39.46461779
chr10_15500637_15593525,chr10,39.54817177
chr10_15593525_15820828,chr10,39.63171656
chr10_15820828_15840066,chr10,40.55378776
chr10_15840066_15866197,chr10,40.88816025
chr10_15866197_15915170,chr10,41.05526174
chr10_15915170_15972577,chr10,41.13882439
chr10_15972577_16018315,chr10,41.38953533
chr10_16018315_16080660,chr10,41.72392638
chr10_16080660_16094576,chr10,41.89102882
chr10_16094576_16138496,chr10,42.22543671
chr10_16138496_16232303,chr10,42.30899547
chr10_16232303_16242376,chr10,42.97886776
chr10_16242376_16304544,chr10,43.06243314
chr10_16304544_16379109,chr10,43.14600644
chr10_16379109_16426707,chr10,43.2295648
chr10_16426707_16433119,chr10,44.40486028
chr10_16433119_16485279,chr10,44.57195878
chr10_16485279_16495047,chr10,44.65553215
chr10_16495047_16509504,chr10,44.90628264
chr10_16509504_16515252,chr10,44.98986125
chr10_16515252_16567237,chr10,45.07343816
chr10_16567237_16595033,chr10,45.15701359
chr10_16595033_16600161,chr10,45.32413444
chr10_16600161_16617208,chr10,45.4912553
chr10_16617208_16679273,chr10,45.57483105
chr10_16679273_16711324,chr10,45.74195563
chr10_16711324_16753349,chr10,46.07640455
chr10_16753349_16772334,chr10,46.3271533
chr10_16772334_16784631,chr10,46.57789933
chr10_16784631_16830369,chr10,46.66147425
chr10_16830369_16869060,chr10,46.74504967
chr10_16869060_16930986,chr10,46.91217264
chr10_16930986_16998047,chr10,47.16291788
chr10_16998047_17027968,chr10,47.49736027
chr10_17027968_17037864,chr10,47.74810909
chr10_17037864_17047235,chr10,47.83168955
chr10_17047235_17097663,chr10,47.91527012
chr10_17097663_17149456,chr10,47.99885068
chr10_17149456_17217928,chr10,48.08243344
chr10_17217928_17227793,chr10,48.2495716
chr10_17227793_17246528,chr10,48.33315435
chr10_17246528_17306227,chr10,48.41673661
chr10_17306227_17365673,chr10,48.6675085
chr10_17365673_17443394,chr10,48.91827059
chr10_17443394_17485407,chr10,49.58826468
chr10_17485407_17540827,chr10,50.00647284
chr10_17540827_17548720,chr10,50.09004421
chr10_17548720_17569413,chr10,50.25716584
chr10_17569413_17587086,chr10,50.59161534
chr10_17587086_17598444,chr10,50.7587455
chr10_17598444_17638567,chr10,51.17698149
chr10_17638567_17644531,chr10,51.3441163
chr10_17644531_17673240,chr10,51.42770315
chr10_17673240_17681812,chr10,51.59484762
chr10_17681812_17740679,chr10,51.76199208
chr10_17740679_17784967,chr10,51.84557855
chr10_17784967_17802021,chr10,51.92916503
chr10_17802021_17843695,chr10,52.09630874
chr10_17843695_17852794,chr10,52.347078
chr10_17852794_17925477,chr10,52.76533516
chr10_17925477_17936918,chr10,53.09981625
chr10_17936918_17970136,chr10,53.60193949
chr10_17970136_17983835,chr10,53.85271548
chr10_17983835_17992971,chr10,54.01986479
chr10_17992971_17999160,chr10,54.27065924
chr10_17999160_18021436,chr10,54.35425784
chr10_18021436_18033055,chr10,54.68877699
chr10_18033055_18079742,chr10,54.9395778
chr10_18079742_18089009,chr10,55.52572843
chr10_18089009_18197559,chr10,55.60933434
chr10_18197559_18219341,chr10,55.69294395
chr10_18219341_18227065,chr10,55.86012153
chr10_18227065_18265002,chr10,55.94373114
chr10_18265002_18276851,chr10,56.0273396
chr10_18276851_18300786,chr10,56.36187562
chr10_18300786_18395015,chr10,56.69640669
chr10_18395015_18401064,chr10,56.86358015
chr10_18401064_18437624,chr10,57.03075864
chr10_18437624_18483575,chr10,57.1979398
chr10_18483575_18489659,chr10,57.28155383
chr10_18489659_18509110,chr10,57.44874401
chr10_18509110_18527515,chr10,57.53236208
chr10_18527515_18532639,chr10,57.69955221
chr10_18532639_18583755,chr10,57.78316705
chr10_18583755_18637477,chr10,58.2854272
chr10_18637477_18657365,chr10,58.36904372
chr10_18657365_18692646,chr10,58.61989602
chr10_18692646_18723328,chr10,58.87074356
chr10_18723328_18764696,chr10,59.3729934
chr10_18764696_18777163,chr10,59.87520024
chr10_18777163_18801666,chr10,59.95880251
chr10_18801666_18844654,chr10,60.04240972
chr10_18844654_18854868,chr10,60.12601691
chr10_18854868_18889376,chr10,60.20962412
chr10_18889376_18897489,chr10,60.46044901
chr10_18897489_18905459,chr10,60.54405828
chr10_18905459_18970082,chr10,60.79488311
chr10_18970082_18985269,chr10,60.87849433
chr10_18985269_18991568,chr10,60.96210549
chr10_18991568_19021932,chr10,61.04571508
chr10_19021932_19060523,chr10,61.21289267
chr10_19060523_19075503,chr10,61.29650272
chr10_19075503_19090524,chr10,61.46368033
chr10_19090524_19096483,chr10,61.54728792
chr10_19096483_19120009,chr10,61.6308971
chr10_19120009_19151086,chr10,61.71450671
chr10_19151086_19207064,chr10,61.8816843
chr10_19207064_19284069,chr10,61.9652939
chr10_19284069_19310010,chr10,62.04890236
chr10_19310010_19371993,chr10,62.38343838
chr10_19371993_19451309,chr10,62.71796365
chr10_19451309_19456309,chr10,63.22016668
chr10_19456309_19468196,chr10,63.38733961
chr10_19468196_19483423,chr10,63.47094634
chr10_19483423_19595947,chr10,63.97316722
chr10_19595947_19615013,chr10,64.30771099
chr10_19615013_19638902,chr10,64.64225993
chr10_19638902_19668209,chr10,64.89309265
chr10_19668209_19673562,chr10,65.14394039
chr10_19673562_19685593,chr10,65.22756109
chr10_19685593_19704637,chr10,65.56214212
chr10_19704637_19737656,chr10,65.72933453
chr10_19737656_19776053,chr10,65.89652831
chr10_19776053_19782461,chr10,65.98014842
chr10_19782461_19861245,chr10,66.1473422
chr10_19861245_19899423,chr10,66.314536
chr10_19899423_19950107,chr10,66.39815196
chr10_19950107_19976568,chr10,66.81651829
chr10_19976568_19994641,chr10,66.9001322
chr10_19994641_20073726,chr10,67.06732216
chr10_20073726_20079531,chr10,67.3181659
chr10_20079531_20095275,chr10,67.40178562
chr10_20095275_20143927,chr10,67.56898533
chr10_20143927_20160988,chr10,67.65260905
chr10_20160988_20201590,chr10,67.73623023
chr10_20201590_20217950,chr10,67.81984937
chr10_20217950_20258662,chr10,67.90346852
chr10_20258662_20348020,chr10,67.98708497
chr10_20348020_20402726,chr10,68.48929709
chr10_20402726_20440015,chr10,69.74994457
chr10_20440015_20513077,chr10,69.91711571
chr10_20513077_20672394,chr10,70.08431255
chr10_20672394_20726223,chr10,70.33516163
chr10_20726223_20784397,chr10,70.50235843
chr10_20784397_20826952,chr10,70.66955237
chr10_20826952_20845383,chr10,71.25578304
chr10_20845383_20883414,chr10,71.59033952
chr10_20883414_20904808,chr10,72.51320334
chr10_20904808_20933232,chr10,72.76401959
chr10_20933232_21002513,chr10,73.0985827
chr10_21002513_21021729,chr10,73.26577517
chr10_21021729_21031684,chr10,73.43296897
chr10_21031684_21044256,chr10,73.51658664
chr10_21044256_21114097,chr10,73.76743435
chr10_21114097_21143963,chr10,74.01828204
chr10_21143963_21154969,chr10,74.1019013
chr10_21154969_21161886,chr10,74.18552095
chr10_21161886_21194250,chr10,74.35271153
chr10_21194250_21210778,chr10,74.51990262
chr10_21210778_21275172,chr10,74.68709309
chr10_21275172_21294347,chr10,74.93792474
chr10_21294347_21316045,chr10,75.35628457
chr10_21316045_21359843,chr10,75.43989602
chr10_21359843_21369931,chr10,75.52350724
chr10_21369931_21385533,chr10,75.77432761
chr10_21385533_21415413,chr10,75.85793087
chr10_21415413_21422237,chr10,75.94153456
chr10_21422237_21446998,chr10,76.10870599
chr10_21446998_21474772,chr10,76.19230969
chr10_21474772_21490014,chr10,76.44312187
chr10_21490014_21516121,chr10,76.61028994
chr10_21516121_21524585,chr10,76.69389015
chr10_21524585_21551252,chr10,76.86104769
chr10_21551252_21586167,chr10,77.19555532
chr10_21586167_21595569,chr10,77.27915199
chr10_21595569_21639335,chr10,77.36274752
chr10_21639335_21649865,chr10,77.61353685
chr10_21649865_21663829,chr10,77.69712846
chr10_21663829_21681259,chr10,77.94791197
chr10_21681259_21745235,chr10,78.28240768
chr10_21745235_21777402,chr10,78.53318383
chr10_21777402_21811400,chr10,79.11921547
chr10_21811400_21825444,chr10,79.53744926
chr10_21825444_21839377,chr10,79.62102828
chr10_21839377_21854006,chr10,80.12311123
chr10_21854006_21875042,chr10,80.37385895
chr10_21875042_21911077,chr10,80.70829496
chr10_21911077_21947375,chr10,80.79186376
chr10_21947375_21958775,chr10,81.29389589
chr10_21958775_22028319,chr10,81.37746795
chr10_22028319_22050987,chr10,81.54459176
chr10_22050987_22072330,chr10,81.71171294
chr10_22072330_22078470,chr10,81.87883385
chr10_22078470_22109969,chr10,81.96240453
chr10_22109969_22128061,chr10,82.2968354
chr10_22128061_22189560,chr10,82.46396034
chr10_22189560_22196771,chr10,82.63109034
chr10_22196771_22274050,chr10,82.79822032
chr10_22274050_22334697,chr10,82.9653503
chr10_22334697_22375711,chr10,83.13247995
chr10_22375711_22383700,chr10,83.21605719
chr10_22383700_22481697,chr10,83.29963229
chr10_22481697_22518574,chr10,83.38320556
chr10_22518574_22566477,chr10,83.46677885
chr10_22566477_22578230,chr10,83.55035214
chr10_22578230_22633396,chr10,83.63392573
chr10_22633396_22663781,chr10,83.80104956
chr10_22663781_22682409,chr10,83.96817047
chr10_22682409_22801949,chr10,84.05173823
chr10_22801949_22889777,chr10,84.4699031
chr10_22889777_22925424,chr10,85.05578752
chr10_22925424_22988391,chr10,85.13934587
chr10_22988391_23000783,chr10,85.47374164
chr10_23000783_23096062,chr10,85.72444813
chr10_23096062_23207287,chr10,85.80612854
chr11_0_567415,chr11,0
chr11_567415_580231,chr11,0.08274283
chr11_580231_611236,chr11,0.249936011
chr11_611236_694140,chr11,0.333545004
chr11_694140_802722,chr11,1.087797577
chr11_802722_809469,chr11,2.687446436
chr11_809469_870070,chr11,3.105670436
chr11_870070_894031,chr11,3.440223653
chr11_894031_915095,chr11,3.691051755
chr11_915095_965658,chr11,3.774664992
chr11_965658_1074923,chr11,3.858276118
chr11_1074923_1090650,chr11,3.941887245
chr11_1090650_1112426,chr11,4.025500393
chr11_1112426_1127391,chr11,4.109113963
chr11_1127391_1194446,chr11,4.276299546
chr11_1194446_1206453,chr11,4.610863802
chr11_1206453_1295161,chr11,5.113064059
chr11_1295161_1320207,chr11,6.458138695
chr11_1320207_1334143,chr11,6.792613977
chr11_1334143_1350279,chr11,6.876210622
chr11_1350279_1384608,chr11,6.959808526
chr11_1384608_1392404,chr11,7.12696461
chr11_1392404_1425181,chr11,7.210557747
chr11_1425181_1475895,chr11,7.545064225
chr11_1475895_1563941,chr11,7.628662816
chr11_1563941_1619537,chr11,7.712263359
chr11_1619537_1647642,chr11,8.046787963
chr11_1647642_1685389,chr11,8.130387696
chr11_1685389_1706510,chr11,8.46490689
chr11_1706510_1717887,chr11,8.715703655
chr11_1717887_1786930,chr11,8.799297247
chr11_1786930_1845121,chr11,8.882889379
chr11_1845121_1877834,chr11,9.050039451
chr11_1877834_1904532,chr11,9.133629688
chr11_1904532_1919905,chr11,9.217219547
chr11_1919905_1930315,chr11,9.300811311
chr11_1930315_1983962,chr11,9.384404971
chr11_1983962_2057814,chr11,9.467996195
chr11_2057814_2101895,chr11,10.05411276
chr11_2101895_2122933,chr11,10.22128951
chr11_2122933_2174897,chr11,10.38844559
chr11_2174897_2193157,chr11,10.63928019
chr11_2193157_2209979,chr11,10.89010064
chr11_2209979_2222449,chr11,10.97370787
chr11_2222449_2265003,chr11,11.05731508
chr11_2265003_2289265,chr11,11.14092073
chr11_2289265_2431999,chr11,11.30805252
chr11_2431999_2487181,chr11,13.07756222
chr11_2487181_2526047,chr11,14.16890885
chr11_2526047_2545850,chr11,14.2524956
chr11_2545850_2677375,chr11,14.50325316
chr11_2677375_2690312,chr11,16.35727182
chr11_2690312_2750120,chr11,17.44817827
chr11_2750120_2846415,chr11,18.28630865
chr11_2846415_2890352,chr11,19.12437239
chr11_2890352_3029530,chr11,20.21514041
chr11_3029530_3056336,chr11,20.38222673
chr11_3056336_3089559,chr11,20.54933641
chr11_3089559_3102731,chr11,20.71644869
chr11_3102731_3182485,chr11,20.80001513
chr11_3182485_3241663,chr11,20.8835798
chr11_3241663_3264760,chr11,21.05068323
chr11_3264760_3327900,chr11,21.13423479
chr11_3327900_3364638,chr11,21.88804248
chr11_3364638_3376007,chr11,22.22240675
chr11_3376007_3397877,chr11,22.55678396
chr11_3397877_3535728,chr11,22.64033888
chr11_3535728_3606888,chr11,22.97470953
chr11_3606888_3644029,chr11,23.56051514
chr11_3644029_3651506,chr11,23.89486882
chr11_3651506_3681141,chr11,23.97841637
chr11_3681141_3689451,chr11,24.06196319
chr11_3689451_3718978,chr11,24.31263983
chr11_3718978_3730878,chr11,24.47971487
chr11_3730878_3796968,chr11,24.56325601
chr11_3796968_3804737,chr11,25.06511725
chr11_3804737_3849700,chr11,25.23217818
chr11_3849700_3864365,chr11,25.31571252
chr11_3864365_3912963,chr11,25.65001995
